type;exec;size;slave;round
portal;9;131072;8;468;234.00
portal;9;131072;9;473;236.50
portal;9;131072;10;493;246.50
portal;9;131072;11;476;238.00
portal;9;131072;12;475;237.50
portal;9;131072;13;476;238.00
portal;9;131072;14;473;236.50
portal;9;131072;15;478;239.00
portal;10;131072;0;475;237.50
portal;10;131072;1;474;237.00
portal;10;131072;2;470;235.00
portal;10;131072;3;478;239.00
portal;10;131072;4;467;233.50
portal;10;131072;5;476;238.00
portal;10;131072;6;479;239.50
portal;10;131072;7;474;237.00
portal;10;131072;8;468;234.00
portal;10;131072;9;472;236.00
portal;10;131072;10;475;237.50
portal;10;131072;11;478;239.00
portal;10;131072;12;473;236.50
portal;10;131072;13;473;236.50
portal;10;131072;14;477;238.50
portal;10;131072;15;476;238.00
portal;11;131072;0;473;236.50
portal;11;131072;1;474;237.00
portal;11;131072;2;476;238.00
portal;11;131072;3;478;239.00
portal;11;131072;4;469;234.50
portal;11;131072;5;473;236.50
portal;11;131072;6;476;238.00
portal;11;131072;7;473;236.50
portal;11;131072;8;468;234.00
portal;11;131072;9;475;237.50
portal;11;131072;10;477;238.50
portal;11;131072;11;477;238.50
portal;11;131072;12;469;234.50
portal;11;131072;13;480;240.00
portal;11;131072;14;474;237.00
portal;11;131072;15;479;239.50
portal;12;131072;0;473;236.50
portal;12;131072;1;476;238.00
portal;12;131072;2;475;237.50
portal;12;131072;3;480;240.00
portal;12;131072;4;470;235.00
portal;12;131072;5;471;235.50
portal;12;131072;6;475;237.50
portal;12;131072;7;473;236.50
portal;12;131072;8;469;234.50
portal;12;131072;9;479;239.50
portal;12;131072;10;489;244.50
portal;12;131072;11;475;237.50
portal;12;131072;12;469;234.50
portal;12;131072;13;473;236.50
portal;12;131072;14;477;238.50
portal;12;131072;15;476;238.00
portal;13;131072;0;472;236.00
portal;13;131072;1;472;236.00
portal;13;131072;2;480;240.00
portal;13;131072;3;475;237.50
portal;13;131072;4;471;235.50
portal;13;131072;5;473;236.50
portal;13;131072;6;474;237.00
portal;13;131072;7;475;237.50
portal;13;131072;8;466;233.00
portal;13;131072;9;475;237.50
portal;13;131072;10;475;237.50
portal;13;131072;11;475;237.50
portal;13;131072;12;469;234.50
portal;13;131072;13;475;237.50
portal;13;131072;14;481;240.50
portal;13;131072;15;481;240.50
portal;14;131072;0;474;237.00
portal;14;131072;1;473;236.50
portal;14;131072;2;479;239.50
portal;14;131072;3;471;235.50
portal;14;131072;4;467;233.50
portal;14;131072;5;473;236.50
portal;14;131072;6;480;240.00
portal;14;131072;7;482;241.00
portal;14;131072;8;469;234.50
portal;14;131072;9;473;236.50
portal;14;131072;10;472;236.00
portal;14;131072;11;488;244.00
portal;14;131072;12;476;238.00
portal;14;131072;13;477;238.50
portal;14;131072;14;470;235.00
portal;14;131072;15;478;239.00
portal;15;131072;0;473;236.50
portal;15;131072;1;475;237.50
portal;15;131072;2;473;236.50
portal;15;131072;3;473;236.50
portal;15;131072;4;476;238.00
portal;15;131072;5;475;237.50
portal;15;131072;6;473;236.50
portal;15;131072;7;474;237.00
portal;15;131072;8;477;238.50
portal;15;131072;9;473;236.50
portal;15;131072;10;476;238.00
portal;15;131072;11;473;236.50
portal;15;131072;12;473;236.50
portal;15;131072;13;474;237.00
portal;15;131072;14;478;239.00
portal;15;131072;15;477;238.50
portal;16;131072;0;466;233.00
portal;16;131072;1;482;241.00
portal;16;131072;2;475;237.50
portal;16;131072;3;475;237.50
portal;16;131072;4;474;237.00
portal;16;131072;5;474;237.00
portal;16;131072;6;474;237.00
portal;16;131072;7;472;236.00
portal;16;131072;8;470;235.00
portal;16;131072;9;472;236.00
portal;16;131072;10;475;237.50
portal;16;131072;11;474;237.00
portal;16;131072;12;470;235.00
portal;16;131072;13;476;238.00
portal;16;131072;14;478;239.00
portal;16;131072;15;477;238.50
portal;17;131072;0;468;234.00
portal;17;131072;1;477;238.50
portal;17;131072;2;473;236.50
portal;17;131072;3;476;238.00
portal;17;131072;4;471;235.50
portal;17;131072;5;475;237.50
portal;17;131072;6;478;239.00
portal;17;131072;7;476;238.00
portal;17;131072;8;468;234.00
portal;17;131072;9;477;238.50
portal;17;131072;10;474;237.00
portal;17;131072;11;486;243.00
portal;17;131072;12;469;234.50
portal;17;131072;13;471;235.50
portal;17;131072;14;469;234.50
portal;17;131072;15;476;238.00
portal;18;131072;0;473;236.50
portal;18;131072;1;477;238.50
portal;18;131072;2;478;239.00
portal;18;131072;3;479;239.50
portal;18;131072;4;471;235.50
portal;18;131072;5;470;235.00
portal;18;131072;6;473;236.50
portal;18;131072;7;475;237.50
portal;18;131072;8;476;238.00
portal;18;131072;9;477;238.50
portal;18;131072;10;475;237.50
portal;18;131072;11;472;236.00
portal;18;131072;12;472;236.00
portal;18;131072;13;473;236.50
portal;18;131072;14;473;236.50
portal;18;131072;15;473;236.50
portal;19;131072;0;469;234.50
portal;19;131072;1;473;236.50
portal;19;131072;2;473;236.50
portal;19;131072;3;477;238.50
portal;19;131072;4;476;238.00
portal;19;131072;5;479;239.50
portal;19;131072;6;473;236.50
portal;19;131072;7;480;240.00
portal;19;131072;8;471;235.50
portal;19;131072;9;474;237.00
portal;19;131072;10;470;235.00
portal;19;131072;11;477;238.50
portal;19;131072;12;472;236.00
portal;19;131072;13;476;238.00
portal;19;131072;14;477;238.50
portal;19;131072;15;477;238.50
portal;20;131072;0;472;236.00
portal;20;131072;1;474;237.00
portal;20;131072;2;472;236.00
portal;20;131072;3;478;239.00
portal;20;131072;4;468;234.00
portal;20;131072;5;472;236.00
portal;20;131072;6;473;236.50
portal;20;131072;7;473;236.50
portal;20;131072;8;473;236.50
portal;20;131072;9;471;235.50
portal;20;131072;10;478;239.00
portal;20;131072;11;477;238.50
portal;20;131072;12;468;234.00
portal;20;131072;13;475;237.50
portal;20;131072;14;474;237.00
portal;20;131072;15;479;239.50
portal;21;131072;0;469;234.50
portal;21;131072;1;477;238.50
portal;21;131072;2;477;238.50
portal;21;131072;3;481;240.50
portal;21;131072;4;467;233.50
portal;21;131072;5;474;237.00
portal;21;131072;6;475;237.50
portal;21;131072;7;482;241.00
portal;21;131072;8;477;238.50
portal;21;131072;9;471;235.50
portal;21;131072;10;473;236.50
portal;21;131072;11;475;237.50
portal;21;131072;12;470;235.00
portal;21;131072;13;473;236.50
portal;21;131072;14;473;236.50
portal;21;131072;15;475;237.50
portal;22;131072;0;468;234.00
portal;22;131072;1;473;236.50
portal;22;131072;2;481;240.50
portal;22;131072;3;487;243.50
portal;22;131072;4;475;237.50
portal;22;131072;5;473;236.50
portal;22;131072;6;474;237.00
portal;22;131072;7;475;237.50
portal;22;131072;8;472;236.00
portal;22;131072;9;475;237.50
portal;22;131072;10;479;239.50
portal;22;131072;11;481;240.50
portal;22;131072;12;484;242.00
portal;22;131072;13;474;237.00
portal;22;131072;14;478;239.00
portal;22;131072;15;474;237.00
portal;23;131072;0;470;235.00
portal;23;131072;1;474;237.00
portal;23;131072;2;472;236.00
portal;23;131072;3;477;238.50
portal;23;131072;4;469;234.50
portal;23;131072;5;474;237.00
portal;23;131072;6;477;238.50
portal;23;131072;7;472;236.00
portal;23;131072;8;476;238.00
portal;23;131072;9;480;240.00
portal;23;131072;10;474;237.00
portal;23;131072;11;476;238.00
portal;23;131072;12;468;234.00
portal;23;131072;13;473;236.50
portal;23;131072;14;476;238.00
portal;23;131072;15;473;236.50
portal;24;131072;0;468;234.00
portal;24;131072;1;473;236.50
portal;24;131072;2;472;236.00
portal;24;131072;3;476;238.00
portal;24;131072;4;470;235.00
portal;24;131072;5;473;236.50
portal;24;131072;6;478;239.00
portal;24;131072;7;479;239.50
portal;24;131072;8;473;236.50
portal;24;131072;9;476;238.00
portal;24;131072;10;479;239.50
portal;24;131072;11;476;238.00
portal;24;131072;12;473;236.50
portal;24;131072;13;479;239.50
portal;24;131072;14;480;240.00
portal;24;131072;15;479;239.50
portal;25;131072;0;472;236.00
portal;25;131072;1;472;236.00
portal;25;131072;2;473;236.50
portal;25;131072;3;473;236.50
portal;25;131072;4;469;234.50
portal;25;131072;5;470;235.00
portal;25;131072;6;477;238.50
portal;25;131072;7;477;238.50
portal;25;131072;8;467;233.50
portal;25;131072;9;472;236.00
portal;25;131072;10;472;236.00
portal;25;131072;11;480;240.00
portal;25;131072;12;470;235.00
portal;25;131072;13;476;238.00
portal;25;131072;14;476;238.00
portal;25;131072;15;478;239.00
portal;26;131072;0;468;234.00
portal;26;131072;1;474;237.00
portal;26;131072;2;480;240.00
portal;26;131072;3;478;239.00
portal;26;131072;4;472;236.00
portal;26;131072;5;472;236.00
portal;26;131072;6;477;238.50
portal;26;131072;7;480;240.00
portal;26;131072;8;480;240.00
portal;26;131072;9;476;238.00
portal;26;131072;10;476;238.00
portal;26;131072;11;477;238.50
portal;26;131072;12;468;234.00
portal;26;131072;13;471;235.50
portal;26;131072;14;473;236.50
portal;26;131072;15;476;238.00
portal;27;131072;0;472;236.00
portal;27;131072;1;478;239.00
portal;27;131072;2;480;240.00
portal;27;131072;3;478;239.00
portal;27;131072;4;471;235.50
portal;27;131072;5;474;237.00
portal;27;131072;6;473;236.50
portal;27;131072;7;472;236.00
portal;27;131072;8;469;234.50
portal;27;131072;9;474;237.00
portal;27;131072;10;477;238.50
portal;27;131072;11;475;237.50
portal;27;131072;12;471;235.50
portal;27;131072;13;484;242.00
portal;27;131072;14;474;237.00
portal;27;131072;15;477;238.50
portal;28;131072;0;470;235.00
portal;28;131072;1;471;235.50
portal;28;131072;2;475;237.50
portal;28;131072;3;476;238.00
portal;28;131072;4;470;235.00
portal;28;131072;5;475;237.50
portal;28;131072;6;475;237.50
portal;28;131072;7;472;236.00
portal;28;131072;8;469;234.50
portal;28;131072;9;473;236.50
portal;28;131072;10;478;239.00
portal;28;131072;11;477;238.50
portal;28;131072;12;473;236.50
portal;28;131072;13;474;237.00
portal;28;131072;14;477;238.50
portal;28;131072;15;473;236.50
portal;29;131072;0;470;235.00
portal;29;131072;1;472;236.00
portal;29;131072;2;473;236.50
portal;29;131072;3;473;236.50
portal;29;131072;4;469;234.50
portal;29;131072;5;473;236.50
portal;29;131072;6;471;235.50
portal;29;131072;7;482;241.00
portal;29;131072;8;475;237.50
portal;29;131072;9;472;236.00
portal;29;131072;10;477;238.50
portal;29;131072;11;477;238.50
portal;29;131072;12;470;235.00
portal;29;131072;13;477;238.50
portal;29;131072;14;472;236.00
portal;29;131072;15;479;239.50
portal;30;131072;0;470;235.00
portal;30;131072;1;474;237.00
portal;30;131072;2;475;237.50
portal;30;131072;3;471;235.50
portal;30;131072;4;474;237.00
portal;30;131072;5;472;236.00
portal;30;131072;6;473;236.50
portal;30;131072;7;479;239.50
portal;30;131072;8;469;234.50
portal;30;131072;9;471;235.50
portal;30;131072;10;474;237.00
portal;30;131072;11;472;236.00
portal;30;131072;12;469;234.50
portal;30;131072;13;472;236.00
portal;30;131072;14;476;238.00
portal;30;131072;15;480;240.00
portal;31;131072;0;473;236.50
portal;31;131072;1;477;238.50
portal;31;131072;2;475;237.50
portal;31;131072;3;476;238.00
portal;31;131072;4;474;237.00
portal;31;131072;5;476;238.00
portal;31;131072;6;475;237.50
portal;31;131072;7;476;238.00
portal;31;131072;8;469;234.50
portal;31;131072;9;476;238.00
portal;31;131072;10;480;240.00
portal;31;131072;11;473;236.50
portal;31;131072;12;471;235.50
portal;31;131072;13;484;242.00
portal;31;131072;14;481;240.50
portal;31;131072;15;514;257.00
type;exec;size;slave;round
portal;1;262144;0;851;425.50
portal;1;262144;1;847;423.50
portal;1;262144;2;838;419.00
portal;1;262144;3;844;422.00
portal;1;262144;4;831;415.50
portal;1;262144;5;839;419.50
portal;1;262144;6;834;417.00
portal;1;262144;7;840;420.00
portal;1;262144;8;832;416.00
portal;1;262144;9;843;421.50
portal;1;262144;10;843;421.50
portal;1;262144;11;838;419.00
portal;1;262144;12;830;415.00
portal;1;262144;13;839;419.50
portal;1;262144;14;839;419.50
portal;1;262144;15;834;417.00
portal;2;262144;0;832;416.00
portal;2;262144;1;837;418.50
portal;2;262144;2;832;416.00
portal;2;262144;3;837;418.50
portal;2;262144;4;829;414.50
portal;2;262144;5;835;417.50
portal;2;262144;6;837;418.50
portal;2;262144;7;837;418.50
portal;2;262144;8;828;414.00
portal;2;262144;9;837;418.50
portal;2;262144;10;837;418.50
portal;2;262144;11;834;417.00
portal;2;262144;12;830;415.00
portal;2;262144;13;837;418.50
portal;2;262144;14;833;416.50
portal;2;262144;15;833;416.50
portal;3;262144;0;835;417.50
portal;3;262144;1;839;419.50
portal;3;262144;2;837;418.50
portal;3;262144;3;837;418.50
portal;3;262144;4;833;416.50
portal;3;262144;5;833;416.50
portal;3;262144;6;834;417.00
portal;3;262144;7;838;419.00
portal;3;262144;8;828;414.00
portal;3;262144;9;842;421.00
portal;3;262144;10;840;420.00
portal;3;262144;11;848;424.00
portal;3;262144;12;837;418.50
portal;3;262144;13;832;416.00
portal;3;262144;14;835;417.50
portal;3;262144;15;834;417.00
portal;4;262144;0;834;417.00
portal;4;262144;1;833;416.50
portal;4;262144;2;832;416.00
portal;4;262144;3;834;417.00
portal;4;262144;4;828;414.00
portal;4;262144;5;841;420.50
portal;4;262144;6;835;417.50
portal;4;262144;7;839;419.50
portal;4;262144;8;831;415.50
portal;4;262144;9;839;419.50
portal;4;262144;10;836;418.00
portal;4;262144;11;839;419.50
portal;4;262144;12;828;414.00
portal;4;262144;13;834;417.00
portal;4;262144;14;834;417.00
portal;4;262144;15;836;418.00
portal;5;262144;0;834;417.00
portal;5;262144;1;835;417.50
portal;5;262144;2;836;418.00
portal;5;262144;3;835;417.50
portal;5;262144;4;829;414.50
portal;5;262144;5;836;418.00
portal;5;262144;6;834;417.00
portal;5;262144;7;836;418.00
portal;5;262144;8;831;415.50
portal;5;262144;9;839;419.50
portal;5;262144;10;837;418.50
portal;5;262144;11;834;417.00
portal;5;262144;12;831;415.50
portal;5;262144;13;836;418.00
portal;5;262144;14;834;417.00
portal;5;262144;15;834;417.00
portal;6;262144;0;832;416.00
portal;6;262144;1;840;420.00
portal;6;262144;2;835;417.50
portal;6;262144;3;834;417.00
portal;6;262144;4;838;419.00
portal;6;262144;5;841;420.50
portal;6;262144;6;838;419.00
portal;6;262144;7;842;421.00
portal;6;262144;8;835;417.50
portal;6;262144;9;833;416.50
portal;6;262144;10;835;417.50
portal;6;262144;11;838;419.00
portal;6;262144;12;836;418.00
portal;6;262144;13;837;418.50
portal;6;262144;14;840;420.00
portal;6;262144;15;837;418.50
portal;7;262144;0;828;414.00
portal;7;262144;1;834;417.00
portal;7;262144;2;841;420.50
portal;7;262144;3;849;424.50
portal;7;262144;4;832;416.00
portal;7;262144;5;835;417.50
portal;7;262144;6;835;417.50
portal;7;262144;7;836;418.00
portal;7;262144;8;826;413.00
portal;7;262144;9;836;418.00
portal;7;262144;10;834;417.00
portal;7;262144;11;841;420.50
portal;7;262144;12;831;415.50
portal;7;262144;13;834;417.00
portal;7;262144;14;837;418.50
portal;7;262144;15;837;418.50
portal;8;262144;0;837;418.50
portal;8;262144;1;834;417.00
portal;8;262144;2;842;421.00
portal;8;262144;3;834;417.00
portal;8;262144;4;829;414.50
portal;8;262144;5;836;418.00
portal;8;262144;6;838;419.00
portal;8;262144;7;841;420.50
portal;8;262144;8;830;415.00
portal;8;262144;9;835;417.50
portal;8;262144;10;833;416.50
portal;8;262144;11;835;417.50
portal;8;262144;12;832;416.00
portal;8;262144;13;835;417.50
portal;8;262144;14;835;417.50
portal;8;262144;15;837;418.50
portal;9;262144;0;836;418.00
portal;9;262144;1;836;418.00
portal;9;262144;2;835;417.50
portal;9;262144;3;841;420.50
portal;9;262144;4;833;416.50
portal;9;262144;5;839;419.50
portal;9;262144;6;838;419.00
portal;9;262144;7;836;418.00
portal;9;262144;8;828;414.00
portal;9;262144;9;834;417.00
portal;9;262144;10;834;417.00
portal;9;262144;11;839;419.50
portal;9;262144;12;829;414.50
portal;9;262144;13;836;418.00
portal;9;262144;14;833;416.50
portal;9;262144;15;840;420.00
portal;10;262144;0;831;415.50
portal;10;262144;1;835;417.50
portal;10;262144;2;838;419.00
portal;10;262144;3;837;418.50
portal;10;262144;4;836;418.00
portal;10;262144;5;835;417.50
portal;10;262144;6;833;416.50
portal;10;262144;7;836;418.00
portal;10;262144;8;833;416.50
portal;10;262144;9;831;415.50
portal;10;262144;10;837;418.50
portal;10;262144;11;836;418.00
portal;10;262144;12;830;415.00
portal;10;262144;13;836;418.00
portal;10;262144;14;836;418.00
portal;10;262144;15;836;418.00
portal;11;262144;0;830;415.00
portal;11;262144;1;836;418.00
portal;11;262144;2;839;419.50
portal;11;262144;3;838;419.00
portal;11;262144;4;833;416.50
portal;11;262144;5;833;416.50
portal;11;262144;6;836;418.00
portal;11;262144;7;840;420.00
portal;11;262144;8;829;414.50
portal;11;262144;9;834;417.00
portal;11;262144;10;832;416.00
portal;11;262144;11;837;418.50
portal;11;262144;12;834;417.00
portal;11;262144;13;835;417.50
portal;11;262144;14;837;418.50
portal;11;262144;15;840;420.00
portal;12;262144;0;844;422.00
portal;12;262144;1;839;419.50
portal;12;262144;2;847;423.50
portal;12;262144;3;840;420.00
portal;12;262144;4;830;415.00
portal;12;262144;5;838;419.00
portal;12;262144;6;834;417.00
portal;12;262144;7;836;418.00
portal;12;262144;8;827;413.50
portal;12;262144;9;838;419.00
portal;12;262144;10;836;418.00
portal;12;262144;11;838;419.00
portal;12;262144;12;839;419.50
portal;12;262144;13;833;416.50
portal;12;262144;14;842;421.00
portal;12;262144;15;835;417.50
portal;13;262144;0;831;415.50
portal;13;262144;1;834;417.00
portal;13;262144;2;838;419.00
portal;13;262144;3;834;417.00
portal;13;262144;4;836;418.00
portal;13;262144;5;836;418.00
portal;13;262144;6;837;418.50
portal;13;262144;7;836;418.00
portal;13;262144;8;830;415.00
portal;13;262144;9;833;416.50
portal;13;262144;10;834;417.00
portal;13;262144;11;838;419.00
portal;13;262144;12;832;416.00
portal;13;262144;13;838;419.00
portal;13;262144;14;841;420.50
portal;13;262144;15;836;418.00
portal;14;262144;0;831;415.50
portal;14;262144;1;837;418.50
portal;14;262144;2;833;416.50
portal;14;262144;3;836;418.00
portal;14;262144;4;827;413.50
portal;14;262144;5;837;418.50
portal;14;262144;6;836;418.00
portal;14;262144;7;834;417.00
portal;14;262144;8;829;414.50
portal;14;262144;9;835;417.50
portal;14;262144;10;838;419.00
portal;14;262144;11;835;417.50
portal;14;262144;12;833;416.50
portal;14;262144;13;835;417.50
portal;14;262144;14;841;420.50
portal;14;262144;15;841;420.50
portal;15;262144;0;838;419.00
portal;15;262144;1;839;419.50
portal;15;262144;2;846;423.00
portal;15;262144;3;847;423.50
portal;15;262144;4;829;414.50
portal;15;262144;5;834;417.00
portal;15;262144;6;834;417.00
portal;15;262144;7;833;416.50
portal;15;262144;8;829;414.50
portal;15;262144;9;835;417.50
portal;15;262144;10;835;417.50
portal;15;262144;11;844;422.00
portal;15;262144;12;836;418.00
portal;15;262144;13;840;420.00
portal;15;262144;14;835;417.50
portal;15;262144;15;837;418.50
portal;16;262144;0;830;415.00
portal;16;262144;1;832;416.00
portal;16;262144;2;834;417.00
portal;16;262144;3;833;416.50
portal;16;262144;4;834;417.00
portal;16;262144;5;834;417.00
portal;16;262144;6;838;419.00
portal;16;262144;7;834;417.00
portal;16;262144;8;829;414.50
portal;16;262144;9;838;419.00
portal;16;262144;10;836;418.00
portal;16;262144;11;838;419.00
portal;16;262144;12;833;416.50
portal;16;262144;13;834;417.00
portal;16;262144;14;836;418.00
portal;16;262144;15;841;420.50
portal;17;262144;0;836;418.00
portal;17;262144;1;834;417.00
portal;17;262144;2;835;417.50
portal;17;262144;3;837;418.50
portal;17;262144;4;832;416.00
portal;17;262144;5;829;414.50
portal;17;262144;6;837;418.50
portal;17;262144;7;837;418.50
portal;17;262144;8;831;415.50
portal;17;262144;9;834;417.00
portal;17;262144;10;835;417.50
portal;17;262144;11;844;422.00
portal;17;262144;12;834;417.00
portal;17;262144;13;842;421.00
portal;17;262144;14;839;419.50
portal;17;262144;15;842;421.00
portal;18;262144;0;837;418.50
portal;18;262144;1;839;419.50
portal;18;262144;2;840;420.00
portal;18;262144;3;834;417.00
portal;18;262144;4;834;417.00
portal;18;262144;5;829;414.50
portal;18;262144;6;834;417.00
portal;18;262144;7;836;418.00
portal;18;262144;8;832;416.00
portal;18;262144;9;836;418.00
portal;18;262144;10;836;418.00
portal;18;262144;11;848;424.00
portal;18;262144;12;839;419.50
portal;18;262144;13;837;418.50
portal;18;262144;14;833;416.50
portal;18;262144;15;836;418.00
portal;19;262144;0;832;416.00
portal;19;262144;1;834;417.00
portal;19;262144;2;835;417.50
portal;19;262144;3;837;418.50
portal;19;262144;4;832;416.00
portal;19;262144;5;833;416.50
portal;19;262144;6;834;417.00
portal;19;262144;7;833;416.50
portal;19;262144;8;829;414.50
portal;19;262144;9;839;419.50
portal;19;262144;10;836;418.00
portal;19;262144;11;838;419.00
portal;19;262144;12;833;416.50
portal;19;262144;13;836;418.00
portal;19;262144;14;837;418.50
portal;19;262144;15;834;417.00
portal;20;262144;0;826;413.00
portal;20;262144;1;834;417.00
portal;20;262144;2;836;418.00
portal;20;262144;3;838;419.00
portal;20;262144;4;829;414.50
portal;20;262144;5;836;418.00
portal;20;262144;6;834;417.00
portal;20;262144;7;837;418.50
portal;20;262144;8;831;415.50
portal;20;262144;9;837;418.50
portal;20;262144;10;835;417.50
portal;20;262144;11;834;417.00
portal;20;262144;12;836;418.00
portal;20;262144;13;840;420.00
portal;20;262144;14;840;420.00
portal;20;262144;15;849;424.50
portal;21;262144;0;831;415.50
portal;21;262144;1;836;418.00
portal;21;262144;2;842;421.00
portal;21;262144;3;837;418.50
portal;21;262144;4;836;418.00
portal;21;262144;5;841;420.50
portal;21;262144;6;835;417.50
portal;21;262144;7;834;417.00
portal;21;262144;8;831;415.50
portal;21;262144;9;838;419.00
portal;21;262144;10;850;425.00
portal;21;262144;11;847;423.50
portal;21;262144;12;837;418.50
portal;21;262144;13;840;420.00
portal;21;262144;14;834;417.00
portal;21;262144;15;837;418.50
portal;22;262144;0;831;415.50
portal;22;262144;1;836;418.00
portal;22;262144;2;838;419.00
portal;22;262144;3;840;420.00
portal;22;262144;4;833;416.50
portal;22;262144;5;834;417.00
portal;22;262144;6;835;417.50
portal;22;262144;7;838;419.00
portal;22;262144;8;832;416.00
portal;22;262144;9;831;415.50
portal;22;262144;10;835;417.50
portal;22;262144;11;836;418.00
portal;22;262144;12;832;416.00
portal;22;262144;13;840;420.00
portal;22;262144;14;836;418.00
portal;22;262144;15;837;418.50
portal;23;262144;0;830;415.00
portal;23;262144;1;835;417.50
portal;23;262144;2;834;417.00
portal;23;262144;3;837;418.50
portal;23;262144;4;829;414.50
portal;23;262144;5;839;419.50
portal;23;262144;6;833;416.50
portal;23;262144;7;840;420.00
portal;23;262144;8;834;417.00
portal;23;262144;9;834;417.00
portal;23;262144;10;835;417.50
portal;23;262144;11;836;418.00
portal;23;262144;12;834;417.00
portal;23;262144;13;839;419.50
portal;23;262144;14;836;418.00
portal;23;262144;15;840;420.00
portal;24;262144;0;838;419.00
portal;24;262144;1;835;417.50
portal;24;262144;2;836;418.00
portal;24;262144;3;836;418.00
portal;24;262144;4;830;415.00
portal;24;262144;5;837;418.50
portal;24;262144;6;836;418.00
portal;24;262144;7;837;418.50
portal;24;262144;8;837;418.50
portal;24;262144;9;839;419.50
portal;24;262144;10;839;419.50
portal;24;262144;11;842;421.00
portal;24;262144;12;833;416.50
portal;24;262144;13;839;419.50
portal;24;262144;14;838;419.00
portal;24;262144;15;837;418.50
portal;25;262144;0;833;416.50
portal;25;262144;1;838;419.00
portal;25;262144;2;834;417.00
portal;25;262144;3;834;417.00
portal;25;262144;4;828;414.00
portal;25;262144;5;833;416.50
portal;25;262144;6;838;419.00
portal;25;262144;7;836;418.00
portal;25;262144;8;833;416.50
portal;25;262144;9;834;417.00
portal;25;262144;10;836;418.00
portal;25;262144;11;835;417.50
portal;25;262144;12;834;417.00
portal;25;262144;13;843;421.50
portal;25;262144;14;838;419.00
portal;25;262144;15;836;418.00
portal;26;262144;0;832;416.00
portal;26;262144;1;833;416.50
portal;26;262144;2;834;417.00
portal;26;262144;3;835;417.50
portal;26;262144;4;828;414.00
portal;26;262144;5;835;417.50
portal;26;262144;6;835;417.50
portal;26;262144;7;836;418.00
portal;26;262144;8;828;414.00
portal;26;262144;9;832;416.00
portal;26;262144;10;835;417.50
portal;26;262144;11;844;422.00
portal;26;262144;12;838;419.00
portal;26;262144;13;843;421.50
portal;26;262144;14;838;419.00
portal;26;262144;15;841;420.50
portal;27;262144;0;830;415.00
portal;27;262144;1;839;419.50
portal;27;262144;2;835;417.50
portal;27;262144;3;835;417.50
portal;27;262144;4;830;415.00
portal;27;262144;5;836;418.00
portal;27;262144;6;838;419.00
portal;27;262144;7;837;418.50
portal;27;262144;8;830;415.00
portal;27;262144;9;837;418.50
portal;27;262144;10;841;420.50
portal;27;262144;11;837;418.50
portal;27;262144;12;829;414.50
portal;27;262144;13;836;418.00
portal;27;262144;14;831;415.50
portal;27;262144;15;833;416.50
portal;28;262144;0;828;414.00
portal;28;262144;1;838;419.00
portal;28;262144;2;834;417.00
portal;28;262144;3;837;418.50
portal;28;262144;4;833;416.50
portal;28;262144;5;834;417.00
portal;28;262144;6;832;416.00
portal;28;262144;7;837;418.50
portal;28;262144;8;837;418.50
portal;28;262144;9;835;417.50
portal;28;262144;10;835;417.50
portal;28;262144;11;838;419.00
portal;28;262144;12;830;415.00
portal;28;262144;13;833;416.50
portal;28;262144;14;838;419.00
portal;28;262144;15;838;419.00
portal;29;262144;0;829;414.50
portal;29;262144;1;830;415.00
portal;29;262144;2;836;418.00
portal;29;262144;3;835;417.50
portal;29;262144;4;833;416.50
portal;29;262144;5;840;420.00
portal;29;262144;6;834;417.00
portal;29;262144;7;836;418.00
portal;29;262144;8;832;416.00
portal;29;262144;9;836;418.00
portal;29;262144;10;840;420.00
portal;29;262144;11;841;420.50
portal;29;262144;12;838;419.00
portal;29;262144;13;840;420.00
portal;29;262144;14;835;417.50
portal;29;262144;15;836;418.00
portal;30;262144;0;830;415.00
portal;30;262144;1;834;417.00
portal;30;262144;2;836;418.00
portal;30;262144;3;837;418.50
portal;30;262144;4;830;415.00
portal;30;262144;5;834;417.00
portal;30;262144;6;841;420.50
portal;30;262144;7;834;417.00
portal;30;262144;8;840;420.00
portal;30;262144;9;834;417.00
portal;30;262144;10;842;421.00
portal;30;262144;11;836;418.00
portal;30;262144;12;832;416.00
portal;30;262144;13;833;416.50
portal;30;262144;14;839;419.50
portal;30;262144;15;839;419.50
portal;31;262144;0;831;415.50
portal;31;262144;1;839;419.50
portal;31;262144;2;835;417.50
portal;31;262144;3;836;418.00
portal;31;262144;4;837;418.50
portal;31;262144;5;836;418.00
portal;31;262144;6;836;418.00
portal;31;262144;7;837;418.50
portal;31;262144;8;830;415.00
portal;31;262144;9;837;418.50
portal;31;262144;10;833;416.50
portal;31;262144;11;838;419.00
portal;31;262144;12;831;415.50
portal;31;262144;13;834;417.00
portal;31;262144;14;835;417.50
portal;31;262144;15;871;435.50
type;exec;size;slave;round
portal;1;524288;0;1563;781.50
portal;1;524288;1;1567;783.50
portal;1;524288;2;1560;780.00
portal;1;524288;3;1563;781.50
portal;1;524288;4;1556;778.00
portal;1;524288;5;1569;784.50
portal;1;524288;6;1564;782.00
portal;1;524288;7;1556;778.00
portal;1;524288;8;1556;778.00
portal;1;524288;9;1557;778.50
portal;1;524288;10;1564;782.00
portal;1;524288;11;1561;780.50
portal;1;524288;12;1557;778.50
portal;1;524288;13;1557;778.50
portal;1;524288;14;1558;779.00
